City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Bethel,US,2022-04-25 20:31:26,41.3712,-73.414,62.69,37,0,5.75
294,Comodoro Rivadavia,AR,2022-04-25 20:31:26,-45.8667,-67.5,58.86,36,0,13.8
295,Borogontsy,RU,2022-04-25 20:31:26,62.6683,131.1683,16.86,90,69,4.43
296,Dawson Creek,CA,2022-04-25 20:31:27,55.7666,-120.2362,53.24,50,20,9.22
297,Zaoyang,CN,2022-04-25 20:31:27,32.1272,112.7542,60.84,87,34,4.47
298,Tuatapere,NZ,2022-04-25 20:31:28,-46.1333,167.6833,44.56,82,35,5.06
299,Nanortalik,GL,2022-04-25 20:31:28,60.1432,-45.2371,35.28,89,98,6.02
300,Fairbanks,US,2022-04-25 20:31:28,64.8378,-147.7164,47.23,49,75,0.0
301,Corralillo,CU,2022-04-25 20:31:29,22.9819,-80.5856,80.73,64,14,19.37
302,Lenexa,US,2022-04-25 20:28:37,38.9536,-94.7336,60.8,44,0,17.27
303,Am Timan,TD,2022-04-25 20:31:29,11.0297,20.2827,86.76,40,79,1.36
304,Daru,PG,2022-04-25 20:31:29,-9.0763,143.2092,79.32,84,71,1.99
305,Santo Tomas,PH,2022-04-25 20:31:30,14.1079,121.1414,80.85,92,26,5.12
306,Constitucion,CL,2022-04-25 20:31:30,-35.3333,-72.4167,55.92,82,100,8.1
307,Sangar,RU,2022-04-25 20:31:30,63.9242,127.4739,6.49,96,64,3.49
308,Samandag,TR,2022-04-25 20:31:31,36.0842,35.9771,70.32,60,7,2.82
309,Hay River,CA,2022-04-25 20:31:31,60.8156,-115.7999,49.98,40,75,12.66
310,Pula,HR,2022-04-25 20:31:32,44.8683,13.8481,50.56,93,0,5.75
311,Qasigiannguit,GL,2022-04-25 20:31:32,68.8193,-51.1922,28.76,91,100,4.03
312,Sechura,PE,2022-04-25 20:31:32,-5.5569,-80.8222,79.07,58,33,14.32
313,Qaqortoq,GL,2022-04-25 20:31:33,60.7167,-46.0333,37.2,84,88,3.0
314,Chuy,UY,2022-04-25 20:31:33,-33.6971,-53.4616,65.52,97,100,7.4
315,Sheridan,US,2022-04-25 20:31:33,44.8333,-106.9173,56.7,31,0,8.05
316,Fox Lake,US,2022-04-25 20:31:34,42.3967,-88.1837,49.89,64,100,14.0
317,Khuzdar,PK,2022-04-25 20:31:34,27.7384,66.6434,76.73,17,1,2.98
318,Itarema,BR,2022-04-25 20:32:35,-2.9248,-39.9167,78.69,86,35,11.27
319,Seabra,BR,2022-04-25 20:32:35,-12.4186,-41.7703,71.29,58,0,4.97
320,Kavaratti,IN,2022-04-25 20:32:35,10.5669,72.642,84.24,76,34,5.86
321,Ballina,AU,2022-04-25 20:32:36,-28.8667,153.5667,60.76,93,100,2.3
322,Hambantota,LK,2022-04-25 20:32:36,6.1241,81.1185,79.79,84,13,3.4
323,Castelo Branco,PT,2022-04-25 20:32:14,39.8222,-7.4909,53.96,70,69,4.7
324,Buchanan,LR,2022-04-25 20:32:37,5.8808,-10.0467,80.42,83,100,11.16
325,Bilma,NE,2022-04-25 20:32:37,18.6853,12.9164,92.88,10,0,6.17
326,Hirara,JP,2022-04-25 20:32:37,24.8,125.2833,78.33,91,15,21.0
327,Solginskiy,RU,2022-04-25 20:32:38,61.05,41.3428,41.18,97,100,7.18
328,Homer,US,2022-04-25 20:32:38,59.6425,-151.5483,42.67,88,100,4.61
329,Marshfield,US,2022-04-25 20:29:35,44.6689,-90.1718,39.65,81,100,14.97
330,Tayginka,RU,2022-04-25 20:32:39,55.6244,60.5076,47.05,85,100,3.76
331,Swan River,CA,2022-04-25 20:28:08,52.1058,-101.2676,28.29,54,2,10.36
332,Iqaluit,CA,2022-04-25 20:30:13,63.7506,-68.5145,4.73,72,75,26.46
333,Senneterre,CA,2022-04-25 20:32:39,48.3835,-77.2328,54.91,90,100,7.07
334,Khani,GE,2022-04-25 20:32:40,41.9563,42.9566,53.17,57,0,6.69
335,Samarai,PG,2022-04-25 20:32:40,-10.6167,150.6667,82.96,77,89,13.06
336,San Patricio,US,2022-04-25 20:32:40,28.017,-97.5169,88.52,57,94,18.12
337,Manaure,CO,2022-04-25 20:32:41,11.7751,-72.4445,84.38,65,100,11.12
338,Flin Flon,CA,2022-04-25 20:32:41,54.7682,-101.865,28.24,29,0,6.91
339,Fort Payne,US,2022-04-25 20:29:22,34.4442,-85.7197,85.01,47,40,11.5
340,Preobrazheniye,RU,2022-04-25 20:32:41,42.9019,133.9064,48.7,84,100,3.42
341,Mecca,SA,2022-04-25 20:28:25,21.4267,39.8261,82.94,58,0,2.95
342,Melito Di Porto Salvo,IT,2022-04-25 20:32:42,37.9222,15.7714,62.74,82,100,14.97
343,Svetlogorsk,BY,2022-04-25 20:32:42,52.6333,29.7333,51.87,90,84,6.33
344,Gueret,FR,2022-04-25 20:32:42,46.1667,1.8667,43.56,98,30,2.64
345,Inta,RU,2022-04-25 20:32:43,66.0317,60.1659,31.24,86,96,8.9
346,Kaminskiy,RU,2022-04-25 20:32:43,57.1516,41.4732,52.57,74,100,11.48
347,Bagenalstown,IE,2022-04-25 20:32:44,52.7003,-6.9618,49.08,75,72,4.27
348,Orumiyeh,IR,2022-04-25 20:32:44,37.5527,45.0761,56.75,72,75,4.61
349,Knysna,ZA,2022-04-25 20:32:44,-34.0363,23.0471,55.58,82,0,4.25
350,Sayyan,YE,2022-04-25 20:32:45,15.1718,44.3244,60.75,55,77,3.87
351,Dewa,IN,2022-04-25 20:32:45,27.0333,81.1667,82.4,15,0,7.61
352,Adelaide,AU,2022-04-25 20:32:45,-34.9333,138.6,66.29,71,100,6.91
353,San Carlos,VE,2022-04-25 20:32:46,9.6612,-68.5827,89.2,47,97,3.4
354,Arica,CL,2022-04-25 20:32:09,-18.475,-70.3042,71.15,64,0,8.05
355,Caravelas,BR,2022-04-25 20:32:46,-17.7125,-39.2481,77.02,80,1,4.36
356,Kedrovyy,RU,2022-04-25 20:32:47,56.1667,91.8167,21.87,94,34,4.03
357,Ardakan,IR,2022-04-25 20:32:47,32.31,54.0175,71.64,38,99,11.05
358,Yerbogachen,RU,2022-04-25 20:32:47,61.2767,108.0108,22.87,99,95,2.93
359,San Policarpo,PH,2022-04-25 20:32:48,12.1791,125.5072,82.13,84,100,14.18
360,Beroroha,MG,2022-04-25 20:32:48,-21.6667,45.1667,75.6,66,84,2.64
361,Pevek,RU,2022-04-25 20:32:48,69.7008,170.3133,17.17,78,100,1.79
362,Sisimiut,GL,2022-04-25 20:32:49,66.9395,-53.6735,28.6,83,100,6.26
363,Naze,JP,2022-04-25 20:32:49,28.3667,129.4833,72.52,91,34,16.02
364,Berck,FR,2022-04-25 20:32:49,50.4,1.6,50.27,81,100,11.5
365,Mabaruma,GY,2022-04-25 20:32:50,8.2,-59.7833,78.87,90,100,3.94
366,Itamaraju,BR,2022-04-25 20:29:26,-17.0392,-39.5311,79.2,69,4,7.63
367,Nanzhou,CN,2022-04-25 20:33:50,29.3596,112.4024,66.06,94,59,3.44
368,Madaripur,BD,2022-04-25 20:33:50,23.1753,90.2072,78.6,91,0,5.61
369,Kaeo,NZ,2022-04-25 20:33:51,-35.1,173.7833,58.32,96,35,4.92
370,Victoria,HK,2022-04-25 20:29:27,22.2855,114.1577,80.65,82,10,5.99
371,Nichinan,JP,2022-04-25 20:33:51,31.6,131.3667,71.65,96,89,10.71
372,Muzhi,RU,2022-04-25 20:33:52,65.3667,64.6667,21.47,97,59,5.23
373,Aiquile,BO,2022-04-25 20:33:52,-18.2041,-65.1807,73.31,47,7,8.28
374,Dalvik,IS,2022-04-25 20:33:52,65.9702,-18.5286,42.73,83,93,1.83
375,Lubango,AO,2022-04-25 20:33:53,-14.9172,13.4925,59.61,59,4,1.05
376,Zhezkazgan,KZ,2022-04-25 20:33:53,47.8043,67.7144,49.46,46,5,6.06
377,Riyadh,SA,2022-04-25 20:33:53,24.6877,46.7219,69.94,46,100,16.96
378,Chihuahua,MX,2022-04-25 20:31:48,28.5,-106.0,77.83,18,0,9.89
379,Hami,CN,2022-04-25 20:33:54,42.8,93.45,61.21,25,98,24.54
380,Wajima,JP,2022-04-25 20:33:54,37.4,136.9,61.36,74,100,5.66
381,Atar,MR,2022-04-25 20:33:55,20.5169,-13.0499,82.27,31,0,8.99
382,Wagar,SD,2022-04-25 20:33:55,16.1525,36.2032,90.1,22,0,8.28
383,Awbari,LY,2022-04-25 20:33:55,26.5921,12.7805,81.1,11,100,12.91
384,Luena,AO,2022-04-25 20:33:56,-11.7833,19.9167,68.04,69,100,3.69
385,Jaguaruna,BR,2022-04-25 20:33:56,-28.615,-49.0256,72.66,76,98,12.1
386,Kawalu,ID,2022-04-25 20:33:56,-7.3817,108.2082,72.88,91,96,2.68
387,Bubaque,GW,2022-04-25 20:33:57,11.2833,-15.8333,77.72,78,6,16.96
388,Pano Aqil,PK,2022-04-25 20:33:57,27.8569,69.1116,85.89,10,0,5.91
389,Feni,BD,2022-04-25 20:33:57,23.0186,91.41,77.97,96,9,7.27
390,Nioro,GM,2022-04-25 20:30:10,13.35,-15.75,92.62,20,0,14.23
391,Poum,NC,2022-04-25 20:33:58,-20.2333,164.0167,74.41,66,100,11.92
392,Palmer,US,2022-04-25 20:33:58,42.1584,-72.3287,67.57,24,100,3.0
393,Itaituba,BR,2022-04-25 20:33:59,-4.2761,-55.9836,84.36,74,20,5.75
394,Pradera,CO,2022-04-25 20:33:59,3.4211,-76.2447,75.88,83,99,1.23
395,Berdigestyakh,RU,2022-04-25 20:33:59,62.0989,126.6992,10.63,96,87,1.36
396,Nyagan,RU,2022-04-25 20:32:09,62.1406,65.3936,32.76,97,100,2.71
397,Tuni,IN,2022-04-25 20:34:00,17.35,82.55,80.96,81,6,5.88
398,Opuwo,NA,2022-04-25 20:34:00,-18.0607,13.84,69.03,39,2,5.48
399,Viedma,AR,2022-04-25 20:34:01,-40.8135,-62.9967,60.4,26,100,18.03
400,Puerto Escondido,MX,2022-04-25 20:31:47,15.85,-97.0667,86.83,66,0,11.5
401,Erenhot,CN,2022-04-25 20:34:01,43.6475,111.9767,34.11,28,0,21.54
402,Tucumcari,US,2022-04-25 20:33:18,35.1717,-103.725,57.94,30,75,0.0
403,Nago,JP,2022-04-25 20:34:02,26.5881,127.9761,77.45,94,27,13.71
404,Bukachacha,RU,2022-04-25 20:34:02,52.9833,116.9167,27.09,71,100,4.65
405,Dotnuva,LT,2022-04-25 20:34:02,55.35,23.9,48.42,89,100,5.93
406,Aygut,AM,2022-04-25 20:34:03,40.6833,45.1729,51.49,80,0,1.25
407,Gallup,US,2022-04-25 20:34:03,35.5281,-108.7426,61.56,13,0,6.76
408,Dunedin,NZ,2022-04-25 20:30:54,-45.8742,170.5036,51.8,59,30,11.01
409,Hovd,MN,2022-04-25 20:34:04,48.0056,91.6419,34.14,27,100,2.93
410,Tatawin,TN,2022-04-25 20:34:04,32.9297,10.4518,63.19,70,100,13.47
411,Luganville,VU,2022-04-25 20:34:04,-15.5333,167.1667,79.38,80,77,8.59
412,Klaksvik,FO,2022-04-25 20:34:05,62.2266,-6.589,40.12,77,100,13.76
413,Ramgarh,IN,2022-04-25 20:35:05,23.6333,85.5167,83.44,13,0,4.94
414,Sinnamary,GF,2022-04-25 20:35:06,5.3833,-52.95,80.08,82,100,9.82
415,Sal Rei,CV,2022-04-25 20:35:06,16.1833,-22.9167,71.85,82,4,17.81
416,Somerset East,ZA,2022-04-25 20:35:06,-32.7217,25.588,51.89,81,82,2.15
417,Libreville,GA,2022-04-25 20:30:15,0.3925,9.4537,80.13,86,94,5.91
418,Cabedelo,BR,2022-04-25 20:35:07,-6.9811,-34.8339,81.27,85,47,12.24
419,North Bend,US,2022-04-25 20:30:16,43.4065,-124.2243,61.25,84,100,10.36
420,Pitimbu,BR,2022-04-25 20:35:07,-7.4706,-34.8086,81.19,85,64,12.3
421,Palana,RU,2022-04-25 20:35:08,59.1167,159.9667,26.35,86,99,9.24
422,Uncia,BO,2022-04-25 20:35:08,-18.467,-66.5685,58.37,15,11,12.28
423,Shakawe,BW,2022-04-25 20:35:08,-18.3667,21.85,71.62,48,75,1.61
424,Blackfoot,US,2022-04-25 20:31:07,43.1905,-112.345,61.88,28,100,10.22
425,Gamba,GA,2022-04-25 20:34:44,-2.65,10.0,77.74,89,100,5.12
426,Penzance,GB,2022-04-25 20:35:09,50.1186,-5.5371,47.08,79,2,8.52
427,Nalgonda,IN,2022-04-25 20:35:09,17.05,79.2667,86.05,47,49,5.68
428,Tefe,BR,2022-04-25 20:31:34,-3.3542,-64.7114,95.11,59,20,4.61
429,Florida,US,2022-04-25 20:33:49,28.7505,-82.5001,89.01,59,75,8.05
430,Pisco,PE,2022-04-25 20:35:10,-13.7,-76.2167,70.02,73,0,6.91
431,Baruun-Urt,MN,2022-04-25 20:35:11,46.6806,113.2792,28.22,72,84,14.36
432,Zhigansk,RU,2022-04-25 20:35:11,66.7697,123.3711,4.46,97,95,3.38
433,Kenora,CA,2022-04-25 20:35:11,49.8167,-94.4337,22.17,73,100,12.66
434,Coahuayana,MX,2022-04-25 20:35:12,18.7333,-103.6833,87.66,41,7,7.87
435,Flinders,AU,2022-04-25 20:35:12,-34.5833,150.8552,60.19,93,100,5.99
436,Honningsvag,NO,2022-04-25 20:35:13,70.9821,25.9704,28.15,59,75,23.02
437,Ola,RU,2022-04-25 20:35:13,59.5833,151.2833,27.19,62,100,9.06
438,Diamantino,BR,2022-04-25 20:35:13,-14.4086,-56.4461,85.26,59,31,4.45
439,Kati,ML,2022-04-25 20:35:14,12.7441,-8.0726,92.61,15,1,6.15
440,Inuvik,CA,2022-04-25 20:34:27,68.3499,-133.7218,41.86,50,75,6.91
441,Aljezur,PT,2022-04-25 20:35:14,37.3191,-8.8033,55.33,85,4,4.14
442,Camacha,PT,2022-04-25 20:35:14,33.0833,-16.3333,60.22,77,40,9.22
443,Taoudenni,ML,2022-04-25 20:35:15,22.6783,-3.9836,81.41,16,0,9.69
444,Gairo,IT,2022-04-25 20:35:15,39.8497,9.5047,49.17,66,63,4.79
445,Nueve De Julio,AR,2022-04-25 20:35:16,-35.4444,-60.8831,66.16,38,0,6.33
446,Dharchula,IN,2022-04-25 20:35:16,29.85,80.5333,64.72,32,1,7.96
447,Pacifica,US,2022-04-25 20:30:37,37.6138,-122.4869,77.43,71,0,18.41
448,Altamira,BR,2022-04-25 20:35:17,-3.2033,-52.2064,89.69,62,20,3.44
449,Batemans Bay,AU,2022-04-25 20:34:13,-35.7167,150.1833,56.37,89,98,3.44
450,Santiago Del Estero,AR,2022-04-25 20:35:17,-27.7951,-64.2615,90.84,45,7,1.36
451,Wanxian,CN,2022-04-25 20:35:18,30.8039,108.3897,69.4,91,100,0.65
452,Touros,BR,2022-04-25 20:35:18,-5.1989,-35.4608,79.11,82,21,11.54
453,Muroto,JP,2022-04-25 20:35:18,33.2833,134.15,67.17,93,100,2.42
454,Cairns,AU,2022-04-25 20:35:19,-16.9167,145.7667,75.07,100,100,0.0
455,Stropkov,SK,2022-04-25 20:35:19,49.2021,21.6522,52.2,92,80,1.99
456,Ponce,PR,2022-04-25 20:34:21,18.073,-66.6185,80.51,78,80,7.14
457,Amberley,US,2022-04-25 20:35:19,39.2048,-84.428,64.2,87,75,13.8
458,Abashiri,JP,2022-04-25 20:35:20,44.0213,144.2697,40.95,65,7,7.81
459,Waipawa,NZ,2022-04-25 20:36:20,-41.4122,175.5153,52.9,75,79,2.39
460,Lastoursville,GA,2022-04-25 20:36:21,-0.8143,12.7287,75.13,92,100,1.81
461,Berlevag,NO,2022-04-25 20:36:21,70.8578,29.0864,28.35,86,40,10.36
462,Villa Carlos Paz,AR,2022-04-25 20:36:21,-31.4241,-64.4978,75.4,25,0,8.99
463,Phan Thiet,VN,2022-04-25 20:36:22,10.9333,108.1,77.13,89,29,1.63
464,Synya,RU,2022-04-25 20:36:22,65.3718,58.0387,30.31,90,100,4.12
465,Katsuura,JP,2022-04-25 20:36:22,35.1333,140.3,67.03,92,99,6.06
466,Brewster,US,2022-04-25 20:36:23,41.3973,-73.6171,62.92,34,0,5.75
467,Ambulu,ID,2022-04-25 20:36:23,-8.345,113.6058,75.47,90,55,3.51
468,Pedernales,DO,2022-04-25 20:36:24,18.0384,-71.744,81.63,63,55,2.89
469,Maromitsa,RU,2022-04-25 20:36:24,59.8683,48.0123,43.54,96,100,6.96
470,Skogn,NO,2022-04-25 20:36:24,63.7,11.2,40.39,84,46,8.14
471,Dongfeng,CN,2022-04-25 20:36:25,42.6403,125.5118,57.45,77,49,16.22
472,Port-Cartier,CA,2022-04-25 20:36:25,50.0334,-66.8654,39.74,99,100,8.59
473,Oranjestad,AW,2022-04-25 20:36:26,12.524,-70.027,82.35,69,20,21.85
474,Bereda,ES,2022-04-25 20:36:26,43.2686,-7.5406,53.15,90,26,1.61
475,Tombouctou,ML,2022-04-25 20:36:26,20.0,-3.0,79.88,18,0,10.51
476,Quesnel,CA,2022-04-25 20:35:09,52.9999,-122.5029,55.9,38,75,17.27
477,Palauig,PH,2022-04-25 20:36:27,15.435,119.9045,81.82,68,77,4.21
478,Qinzhou,CN,2022-04-25 20:36:27,21.95,108.6167,76.06,93,21,8.63
479,Axim,GH,2022-04-25 20:36:28,4.8699,-2.2405,80.01,85,53,5.35
480,Sampit,ID,2022-04-25 20:36:28,-2.5333,112.95,74.17,99,84,2.62
481,Shiyan,CN,2022-04-25 20:36:28,32.6475,110.7781,60.96,84,77,5.39
482,Ganzhou,CN,2022-04-25 20:36:29,28.8184,115.4327,70.99,96,82,0.49
483,Tres Picos,MX,2022-04-25 20:36:29,15.8667,-93.5333,88.16,60,26,8.34
484,Denpasar,ID,2022-04-25 20:31:38,-8.65,115.2167,82.06,88,20,5.75
485,Tingi,TZ,2022-04-25 20:36:30,-11.3,35.0333,63.21,94,100,2.53
486,Emerald,AU,2022-04-25 20:35:43,-23.5333,148.1667,62.74,100,100,10.36
487,Rocha,UY,2022-04-25 20:36:30,-34.4833,-54.3333,66.31,97,100,4.99
488,Xai-Xai,MZ,2022-04-25 20:36:30,-25.0519,33.6442,72.25,91,24,12.35
489,Mastic Beach,US,2022-04-25 20:34:31,40.7668,-72.8521,60.98,46,0,13.8
490,Port Moresby,PG,2022-04-25 20:36:31,-9.4431,147.1797,76.42,94,40,5.75
491,Dicabisagan,PH,2022-04-25 20:36:31,17.0818,122.4157,78.33,87,49,3.27
492,Pedasi,PA,2022-04-25 20:36:31,7.5333,-80.0333,87.06,71,86,12.66
493,Lircay,PE,2022-04-25 20:36:32,-12.9896,-74.7205,58.17,57,95,8.43
494,Tonj,SS,2022-04-25 20:36:32,7.2737,28.6822,79.18,62,84,6.98
495,Namibe,AO,2022-04-25 20:36:33,-15.1961,12.1522,71.2,77,2,5.06
496,Cedar City,US,2022-04-25 20:36:33,37.6775,-113.0619,61.39,21,0,3.44
497,Bonavista,CA,2022-04-25 20:36:33,48.6499,-53.1147,37.09,87,94,14.34
498,Buraydah,SA,2022-04-25 20:36:34,26.326,43.975,73.85,35,45,7.09
499,Jalu,LY,2022-04-25 20:36:34,29.0331,21.5482,79.74,16,69,9.91
500,Bandarbeyla,SO,2022-04-25 20:36:34,9.4942,50.8122,81.5,73,99,5.73
501,Minab,IR,2022-04-25 20:36:35,27.1467,57.0801,75.52,60,4,1.14
502,Abu Samrah,SY,2022-04-25 20:36:35,35.3029,37.1841,69.13,44,6,4.27
503,Havoysund,NO,2022-04-25 20:36:35,70.9963,24.6622,28.63,74,100,27.98
504,Micheweni,TZ,2022-04-25 20:36:36,-4.9667,39.8333,80.02,84,52,7.65
505,Leningradskiy,RU,2022-04-25 20:36:36,69.3833,178.4167,13.68,93,64,9.04
506,Mount Gambier,AU,2022-04-25 20:37:36,-37.8333,140.7667,51.71,87,77,4.61
507,Hohhot,CN,2022-04-25 20:37:37,40.8106,111.6522,39.49,19,20,6.71
508,Chara,RU,2022-04-25 20:37:37,56.9064,118.2631,20.62,78,95,3.09
509,Nurota,UZ,2022-04-25 20:37:37,40.5614,65.6886,60.08,37,100,6.6
510,Barsovo,RU,2022-04-25 20:37:38,61.1667,73.1667,33.93,99,100,2.1
511,Beringovskiy,RU,2022-04-25 20:37:38,63.05,179.3167,28.92,96,100,24.99
512,Surazh,RU,2022-04-25 20:37:38,53.0175,32.3918,49.68,92,69,3.09
513,Seoul,KR,2022-04-25 20:36:00,37.5683,126.9778,62.17,88,100,8.05
514,San Luis,AR,2022-04-25 20:37:39,-33.295,-66.3356,80.56,26,0,7.29
515,Goderich,CA,2022-04-25 20:37:39,43.7501,-81.7165,52.12,87,100,8.05
516,Paamiut,GL,2022-04-25 20:37:40,61.994,-49.6678,30.4,89,100,12.1
517,Pensacola,US,2022-04-25 20:36:13,30.4213,-87.2169,86.41,75,20,13.8
518,Surenavan,AM,2022-04-25 20:37:40,39.75,44.8,64.42,46,19,5.95
519,Airai,TL,2022-04-25 20:37:40,-8.9266,125.4092,57.31,73,48,1.21
520,Baoshan,CN,2022-04-25 20:37:41,46.5586,131.4244,50.27,60,100,2.77
521,Tweed,CA,2022-04-25 20:37:41,44.4751,-77.3162,68.99,90,100,9.04
522,Svay Rieng,KH,2022-04-25 20:37:42,11.0879,105.7993,80.8,76,87,6.89
523,Chitral,PK,2022-04-25 20:37:42,35.8462,71.7858,59.04,44,0,5.84
524,Jumla,NP,2022-04-25 20:37:42,29.2747,82.1838,48.99,42,0,4.36
525,Garowe,SO,2022-04-25 20:37:43,8.4054,48.4845,76.89,66,87,9.33
526,Sawtell,AU,2022-04-25 20:37:43,-30.3833,153.1,63.19,94,100,5.75
527,Adrar,MR,2022-04-25 20:37:43,20.5022,-10.0711,78.55,26,0,10.49
528,Shenjiamen,CN,2022-04-25 20:37:44,29.9576,122.298,62.69,99,100,16.22
529,Araguaina,BR,2022-04-25 20:32:53,-7.1911,-48.2072,79.63,71,14,4.59
530,Almetyevsk,RU,2022-04-25 20:37:44,54.9044,52.3154,50.05,80,43,6.06
531,Solnechnyy,RU,2022-04-25 20:37:45,50.7214,136.6319,25.95,92,100,3.47
532,Kantang,TH,2022-04-25 20:37:45,7.4054,99.5156,77.74,92,99,2.13
533,Kurganinsk,RU,2022-04-25 20:37:45,44.88,40.5986,58.95,81,85,8.43
534,Ginda,IN,2022-04-25 20:37:46,30.6945,78.4932,59.22,33,98,7.83
535,Chifeng,CN,2022-04-25 20:37:46,42.2683,118.9636,50.34,15,40,13.4
536,Khorixas,NA,2022-04-25 20:37:46,-20.3667,14.9667,70.83,39,38,4.29
537,Sakaiminato,JP,2022-04-25 20:37:47,35.55,133.2333,67.98,73,75,8.05
538,Saint-Pierre,RE,2022-04-25 20:37:47,-21.3393,55.4781,73.9,79,75,6.91
539,Nyurba,RU,2022-04-25 20:35:45,63.2842,118.3319,22.19,96,100,1.34
540,Ko Samui,TH,2022-04-25 20:32:48,9.5357,99.9357,84.9,72,78,8.81
541,Bela,IN,2022-04-25 20:37:48,25.9333,81.9833,86.76,14,0,5.86
542,Winchester,GB,2022-04-25 20:35:24,51.0651,-1.3187,52.48,64,75,6.91
543,Curup,ID,2022-04-25 20:37:48,-3.4667,102.5333,67.95,98,100,1.83
544,Tocopilla,CL,2022-04-25 20:37:48,-22.092,-70.1979,67.8,74,100,7.09
545,Ouango,CF,2022-04-25 20:37:49,4.3133,22.5552,70.99,93,81,0.67
546,Verkhnevilyuysk,RU,2022-04-25 20:37:49,63.4453,120.3167,21.74,95,98,1.92
547,Ossora,RU,2022-04-25 20:37:49,59.2353,163.0719,29.05,92,100,9.44
548,Vao,NC,2022-04-25 20:37:50,-22.6667,167.4833,74.84,54,100,20.62
549,Tautira,PF,2022-04-25 20:37:50,-17.7333,-149.15,80.83,74,8,11.03
550,Saint-Louis,SN,2022-04-25 20:37:50,16.3333,-15.0,83.84,33,4,17.16
551,Valdivia,CL,2022-04-25 20:37:51,-39.8142,-73.2459,51.89,94,100,14.67
552,Guerrero Negro,MX,2022-04-25 20:37:51,27.9769,-114.0611,82.62,21,0,12.44
553,Bokoro,TD,2022-04-25 20:37:51,12.3807,17.0568,94.93,27,87,8.01
554,Bumba,CD,2022-04-25 20:38:52,2.1833,22.4667,73.4,88,69,0.51
555,Biak,ID,2022-04-25 20:38:52,-0.9131,122.8766,76.41,84,72,2.75
556,Drummondville,CA,2022-04-25 20:34:28,45.8834,-72.4824,69.03,36,100,4.0
557,Severodvinsk,RU,2022-04-25 20:38:53,64.5635,39.8302,33.91,98,100,4.5
558,Raisio,FI,2022-04-25 20:38:53,60.4859,22.169,40.28,75,0,6.91
559,Imbituba,BR,2022-04-25 20:34:05,-28.24,-48.6703,77.86,83,84,16.91
560,Matay,EG,2022-04-25 20:38:54,28.419,30.7792,78.78,30,43,18.1
561,Sorong,ID,2022-04-25 20:38:54,-0.8833,131.25,77.47,90,100,9.62
562,Zhuhai,CN,2022-04-25 20:38:54,22.2769,113.5678,80.85,94,40,5.75
563,Awjilah,LY,2022-04-25 20:38:55,29.1081,21.2869,80.15,15,62,10.02
564,Puerto Boyaca,CO,2022-04-25 20:38:55,5.9758,-74.5885,76.17,89,100,2.46
565,Vondrozo,MG,2022-04-25 20:38:55,-22.8167,47.2833,65.14,98,99,3.06
566,Birao,CF,2022-04-25 20:38:56,10.2849,22.7882,87.08,38,100,5.3
567,Jishui,CN,2022-04-25 20:38:56,33.7333,115.4,61.74,97,93,5.88
568,Luwuk,ID,2022-04-25 20:38:57,-0.9516,122.7875,77.52,86,89,2.35
569,Yulara,AU,2022-04-25 20:38:57,-25.2406,130.9889,58.84,82,99,4.61
570,Deputatskiy,RU,2022-04-25 20:38:57,69.3,139.9,7.41,95,100,0.38
571,Pontianak,ID,2022-04-25 20:38:58,-0.0333,109.3333,75.18,100,100,2.3
572,Kiama,AU,2022-04-25 20:38:58,-34.6833,150.8667,60.39,95,100,1.01
573,Horsham,GB,2022-04-25 20:36:55,51.064,-0.3272,51.53,78,0,5.75
574,Garissa,KE,2022-04-25 20:38:58,-0.4536,39.6401,82.11,68,86,14.2
575,Coquimbo,CL,2022-04-25 20:36:50,-29.9533,-71.3436,56.93,100,100,12.66
576,Mbaiki,CF,2022-04-25 20:39:00,3.8678,17.9892,74.61,76,85,1.79
577,Sungairaya,ID,2022-04-25 20:39:00,0.7,108.9,76.48,92,100,6.58
578,Tilichiki,RU,2022-04-25 20:39:01,60.4667,166.1,25.79,91,100,11.27
579,Hualmay,PE,2022-04-25 20:39:01,-11.0964,-77.6139,70.21,77,100,10.11
580,Phalombe,MW,2022-04-25 20:39:01,-15.8064,35.6507,65.17,91,14,2.44
581,Zemio,CF,2022-04-25 20:39:02,5.0314,25.1361,69.26,97,94,1.3
582,Half Moon Bay,US,2022-04-25 20:38:14,37.4636,-122.4286,78.89,64,0,18.41
583,Ilam,NP,2022-04-25 20:39:02,26.9167,87.9167,66.11,50,0,5.37
584,Iskateley,RU,2022-04-25 20:39:03,67.6803,53.1512,28.99,97,99,8.01
585,Raudeberg,NO,2022-04-25 20:39:03,61.9875,5.1352,45.27,85,15,25.1
586,Kulhudhuffushi,MV,2022-04-25 20:39:03,6.6221,73.07,84.13,71,99,3.2
587,Puerto Leguizamo,CO,2022-04-25 20:39:04,-0.1934,-74.7819,80.87,88,90,1.68
588,Port Hedland,AU,2022-04-25 20:39:04,-20.3167,118.5667,71.65,88,48,4.61
589,Amudat,UG,2022-04-25 20:39:04,1.95,34.95,68.04,87,99,2.51
590,Srednekolymsk,RU,2022-04-25 20:39:05,67.45,153.6833,7.18,94,100,3.49
591,Kloulklubed,PW,2022-04-25 20:39:05,7.0419,134.2556,83.32,79,100,18.07
592,Jaicos,BR,2022-04-25 20:39:05,-7.3592,-41.1378,80.92,50,18,5.03
